Lat,Long,Street,Dummy1,PriceSEK,PriceSQM,Dummy2
0.0,0.0,SVARTVIKSSLINGAN 79: SVARTVIKSSLINGAN 79:MINNEBERG:Sweden,SLUTPRISSEK,4710000,65417,KR/M2
0.0,0.0,STORA KVINNS VAG 64:ALVSJO:STOCKHOLM:Sweden,SLUTPRISSEK,5000000,49751,KR/M2
0.0,0.0,KELLGRENSGATAN 10:KUNGSHOLMEN:STOCKHOLM:Sweden,SLUTPRISSEK,4250000,79439,KR/M2
0.0,0.0,GOTLANDSGATAN 64 2:SODERMALMSOFIA:STOCKHOLM:Sweden,SLUTPRISSEK,3980000,97073,KR/M2
0.0,0.0,TOMTEBOGATAN 10A: TOMTEBOGATAN 10A:BIRKASTAN:Sweden,SLUTPRISSEK,8340000,105570,KR/M2
0.0,0.0,SANKT GORANSGATAN 70:KUNGSHOLMEN:STOCKHOLM:Sweden,SLUTPRISSEK,4300000,102381,KR/M2
0.0,0.0,KUNGSHOMEN:STOCKHOLM:39:Sweden,SLUTPRISSEK,4250000,107595,KR/M2
0.0,0.0,ARBETARGATAN 23 A:KUNGSHOLMEN:STOCKHOLM:Sweden,SLUTPRISSEK,4975000,74254,KR/M2
0.0,0.0,NYBROGATAN 71:OSTERMALM:STOCKHOLM:Sweden,SLUTPRISSEK,14200000,122414,KR/M2
0.0,0.0,TANTOGATAN 47:SODERMALM-TANTO:STOCKHOLM:Sweden,SLUTPRISSEK,7950000,99375,KR/M2
0.0,0.0,OLA HANSSONSGATAN 1:KUNGSHOLMEN-KRISTINEBERG:STOCKHOLM:Sweden,SLUTPRISSEK,2520000,86897,KR/M2
0.0,0.0,PRIMUSGATAN 98: PRIMUSGATAN 98:LILLAESSINGEN:Sweden,SLUTPRISSEK,4000000,67797,KR/M2
0.0,0.0,VALHALLAVAGEN 67:OSTERMALM:STOCKHOLM:Sweden,SLUTPRISSEK,2650000,94643,KR/M2
0.0,0.0,KRANSBINDARVAGEN 29: KRANSBINDARVAGEN 29:TELEFONPLAN/MIDSOMMARKRANSEN:Sweden,SLUTPRISSEK,3110000,60980,KR/M2
0.0,0.0,TELEFONVAGEN 9:MIDSOMMARKRANSEN:STOCKHOLM:Sweden,SLUTPRISSEK,5460000,66585,KR/M2
0.0,0.0,DOCENTBACKEN 1 B: 4 TR:OSTERMALM/EKHAGEN:Sweden,SLUTPRISSEK,3495000,49929,KR/M2
0.0,0.0,MIRABELLBACKEN 7: MIRABELLBACKEN 7:HASSELBYSTRAND:Sweden,SLUTPRISSEK,2050000,35345,KR/M2
0.0,0.0,KUNGSHOLMS STRAND 183:KUNGSHOLMEN:STOCKHOLM:Sweden,SLUTPRISSEK,3995000,97439,KR/M2
0.0,0.0,NYBROGATAN 75 D: NYBROGATAN 75 D:OSTERMALM:Sweden,SLUTPRISSEK,9300000,113415,KR/M2
0.0,0.0,BIRKAGATAN 16C: 3TR.:VASASTAN-BIRKASTAN:Sweden,SLUTPRISSEK,3570000,105000,KR/M2
0.0,0.0,FJUGESTAGRAND 17:ORMKARR:STOCKHOLM:Sweden,SLUTPRISSEK,2400000,27119,KR/M2
0.0,0.0,SOTINGEPLAN 66:SPANGA-TENSTA:STOCKHOLM:Sweden,SLUTPRISSEK,1850000,22156,KR/M2
0.0,0.0,ARSTAVAGEN 127:STOCKHOLM:59 M2   2 RUM:Sweden,SLUTPRISSEK,3150000,53390,KR/M2
0.0,0.0,ERSTAGATAN 30:SOFIA:STOCKHOLM:Sweden,SLUTPRISSEK,2900000,76316,KR/M2
0.0,0.0,MIDSOMMARVAGEN 54:MIDSOMMARKRANSEN:STOCKHOLM:Sweden,SLUTPRISSEK,3320000,69167,KR/M2
0.0,0.0,ULLVIDEVAGEN 23:VALLINGBY-VINSTA:STOCKHOLM:Sweden,SLUTPRISSEK,1950000,27465,KR/M2
0.0,0.0,BATHOLMSBACKEN 5:VARBERG:STOCKHOLM:Sweden,SLUTPRISSEK,1910000,26901,KR/M2
0.0,0.0,ANDERS REIMERS VAG 17:REIMERSHOLME:STOCKHOLM:Sweden,SLUTPRISSEK,4320000,90000,KR/M2
0.0,0.0,FREJGATAN 48A: 3TR.:VASASTAN-ODENPLAN:Sweden,SLUTPRISSEK,3425000,103788,KR/M2
0.0,0.0,PONTONJARGATAN 27:KUNGSHOLMEN/NORRMALARSTRAND:STOCKHOLM:Sweden,SLUTPRISSEK,6200000,81579,KR/M2
0.0,0.0,TACKJARNSVAGEN 12: TACKJARNSVAGEN 12:JOHANNESFRED:Sweden,SLUTPRISSEK,5000000,55249,KR/M2
0.0,0.0,HAGERSTENSVAGEN 115:ASPUDDEN:STOCKHOLM:Sweden,SLUTPRISSEK,3300000,74157,KR/M2
0.0,0.0,GREVGATAN 20B:OSTERMALM:STOCKHOLM:Sweden,SLUTPRISSEK,5400000,96429,KR/M2
0.0,0.0,SUNDBYVAGEN 14:SPANGA-SUNDBY:STOCKHOLM:Sweden,SLUTPRISSEK,2225000,46354,KR/M2
0.0,0.0,TEGELUDDSVAGEN 30:OSTERMALM/GARDET:STOCKHOLM:Sweden,SLUTPRISSEK,3475000,86875,KR/M2
0.0,0.0,FURUSUNDSGATAN 9:OSTERMALM/GARDET:STOCKHOLM:Sweden,SLUTPRISSEK,5350000,83594,KR/M2
0.0,0.0,SKONTORPSVAGEN 99: SKONTORPSVAGEN 99:ARSTA:Sweden,SLUTPRISSEK,3820000,57879,KR/M2
0.0,0.0,LOTMOGATAN 9:MIDSOMMARKRANSEN:STOCKHOLM:Sweden,SLUTPRISSEK,4050000,63281,KR/M2
0.0,0.0,MALTESHOLMSVAGEN 165:HASSELBYSTRAND:STOCKHOLM:Sweden,SLUTPRISSEK,2200000,28947,KR/M2
0.0,0.0,VASTMANNAGATAN 99:VASASTAN:STOCKHOLM:Sweden,SLUTPRISSEK,9470000,92843,KR/M2
0.0,0.0,SVEAVAGEN 99 O.G:STOCKHOLM:41:Sweden,SLUTPRISSEK,3675000,88554,KR/M2
0.0,0.0,SKONTORPSVAGEN 111:STOCKHOLM:32 M2   1 RUM:Sweden,SLUTPRISSEK,2460000,76875,KR/M2
0.0,0.0,BRANTINGSGATAN 25:STOCKHOLM:39 M2   2 RUM:Sweden,SLUTPRISSEK,3525000,90385,KR/M2
0.0,0.0,LYSVIKSGATAN 3:FARSTACENTRUM:STOCKHOLM:Sweden,SLUTPRISSEK,2280000,41081,KR/M2
0.0,0.0,RALAMBSVAGEN 12 B:KUNGSHOLMEN-MARIEBERG:STOCKHOLM:Sweden,SLUTPRISSEK,6500000,62500,KR/M2
0.0,0.0,FRIDHEMSGATAN 37:KUNGSHOLMEN:STOCKHOLM:Sweden,SLUTPRISSEK,3710000,90488,KR/M2
0.0,0.0,SKALDERVIKSPLAN 8:STOCKHOLM:55 M2   2 RUM:Sweden,SLUTPRISSEK,2910000,52909,KR/M2
0.0,0.0,TRE LILJOR 2A:STOCKHOLM:STOCKHOLM:Sweden,SLUTPRISSEK,4000000,86957,KR/M2
0.0,0.0,YMSENVAGEN 5:STOCKHOLM:91:Sweden,SLUTPRISSEK,5250000,57377,KR/M2
0.0,0.0,STORSJOVAGEN 46:STOCKHOLM:43 M2   2 RUM:Sweden,SLUTPRISSEK,2500000,58140,KR/M2
0.0,0.0,LILJEHOLMSGRAND 2:STOCKHOLM:72 M2   3 RUM:Sweden,SLUTPRISSEK,5320000,73889,KR/M2
0.0,0.0,SURBRUNNSGATAN 45:VASASTAN:STOCKHOLM:Sweden,SLUTPRISSEK,4720000,92549,KR/M2
0.0,0.0,SODERMANNAGATAN 37:STOCKHOLM:60:Sweden,SLUTPRISSEK,4700000,77176,KR/M2
0.0,0.0,TEGELVIKSGATAN 33:SODERMALM/SOFIA:STOCKHOLM:Sweden,SLUTPRISSEK,4425000,71371,KR/M2
0.0,0.0,TIDELIUSGRAND 9:KATARINA-ROSENLUNDSHOJDEN:STOCKHOLM:Sweden,SLUTPRISSEK,3725000,77604,KR/M2
0.0,0.0,EKHOLMSVAGEN 206:SKARHOLMEN:STOCKHOLM:Sweden,SLUTPRISSEK,2250000,33582,KR/M2
0.0,0.0,DE GEERSGATAN 16:GARDET/OSTERMALM:STOCKHOLM:Sweden,SLUTPRISSEK,9400000,120513,KR/M2
0.0,0.0,SANKT GORANSGATAN 62 ½TR:KUNGSHOLMEN:STOCKHOLM:Sweden,SLUTPRISSEK,2620000,81875,KR/M2
0.0,0.0,MIDSOMMARGRAND 2:MIDSOMMARKRANSEN/TELEFONPLAN:STOCKHOLM:Sweden,SLUTPRISSEK,3275000,72778,KR/M2
0.0,0.0,TEGELBRUKSVAGEN 1: TEGELBRUKSVAGEN 1:HAGERSTEN:Sweden,SLUTPRISSEK,3100000,63265,KR/M2
0.0,0.0,VASTGOTAGRAND 15:MEDBORGARPLATSEN:STOCKHOLM:Sweden,SLUTPRISSEK,2980000,94603,KR/M2
0.0,0.0,KIRUNAGATAN 32:VALLINGBYCENTRUM:STOCKHOLM:Sweden,SLUTPRISSEK,2170000,34444,KR/M2
0.0,0.0,VALHALLAVAGEN 22:OSTERMALM:STOCKHOLM:Sweden,SLUTPRISSEK,6700000,72043,KR/M2
0.0,0.0,STRAMALJVAGEN 3:RIKSBY:STOCKHOLM:Sweden,SLUTPRISSEK,2875000,56373,KR/M2
0.0,0.0,APRIKOSGATAN 80:HASSELBYSTRAND:STOCKHOLM:Sweden,SLUTPRISSEK,1900000,24516,KR/M2
0.0,0.0,MARMORGATAN 11: MARMORGATAN 11:SODERMALM:Sweden,SLUTPRISSEK,2600000,92857,KR/M2
0.0,0.0,HOKMOSSEVAGEN 16:STOCKHOLM:53:Sweden,SLUTPRISSEK,3000000,56075,KR/M2
0.0,0.0,SANKT GORANSGATAN 82:KUNGSHOLMEN:STOCKHOLM:Sweden,SLUTPRISSEK,5800000,78912,KR/M2
0.0,0.0,EKFATSGATAN 4: PLAN 5:LILJEHOLMSKAJEN:Sweden,SLUTPRISSEK,6750000,76705,KR/M2
0.0,0.0,SKARABACKEN 47:HAMMARBYHOJDEN:STOCKHOLM:Sweden,SLUTPRISSEK,2725000,69872,KR/M2
0.0,0.0,LOTTERIVAGEN 7:HAGERSTENSASEN:STOCKHOLM:Sweden,SLUTPRISSEK,3870000,55286,KR/M2
0.0,0.0,GRINDSGATAN 29:SODERMALMKATARINA:STOCKHOLM:Sweden,SLUTPRISSEK,3200000,78049,KR/M2
0.0,0.0,FREGATTVAGEN 87:GRONDAL:STOCKHOLM:Sweden,SLUTPRISSEK,3400000,73913,KR/M2
0.0,0.0,ANDERS REIMERS VAG 16:SODERMALMREIMERSHOLME:STOCKHOLM:Sweden,SLUTPRISSEK,5650000,86923,KR/M2
0.0,0.0,DREVERGATAN 3:NORRADJURGARDSSTADEN:STOCKHOLM:Sweden,SLUTPRISSEK,4625000,84862,KR/M2
0.0,0.0,SLALOMVAGEN 4:HAGERSTEN/VASTERTORP:STOCKHOLM:Sweden,SLUTPRISSEK,3660000,53824,KR/M2
0.0,0.0,FREJGATAN 49:VASASTAN:STOCKHOLM:Sweden,SLUTPRISSEK,9000000,87379,KR/M2
0.0,0.0,KORSBARSVAGEN 6:OSTERMALM/VASASTAN:STOCKHOLM:Sweden,SLUTPRISSEK,2550000,106250,KR/M2
0.0,0.0,TRANEBERGSVAGEN 22:BROMMATRANEBERG:STOCKHOLM:Sweden,SLUTPRISSEK,2600000,63415,KR/M2
0.0,0.0,SKEPPARGATAN 102:GARDET/OSTERMALM:STOCKHOLM:Sweden,SLUTPRISSEK,2670000,92069,KR/M2
0.0,0.0,TRANEBERGSPLAN 8B:BROMMA/TRANEBERG:STOCKHOLM:Sweden,SLUTPRISSEK,2410000,60250,KR/M2
0.0,0.0,FINN MALMGRENS VAG 28:HAMMARBYHOJDEN:STOCKHOLM:Sweden,SLUTPRISSEK,3010000,73415,KR/M2
0.0,0.0,GRAFIKVAGEN 17:GULLMARSPLAN:STOCKHOLM:Sweden,SLUTPRISSEK,2570000,57111,KR/M2
0.0,0.0,KUNGSHOLMS STRAND 105:KUNGSHOLMEN:STOCKHOLM:Sweden,SLUTPRISSEK,4250000,63433,KR/M2
0.0,0.0,ALPVAGEN 27:BROMMA/MARIEHALL:STOCKHOLM:Sweden,SLUTPRISSEK,5450000,57368,KR/M2
0.0,0.0,APRIKOSGATAN 33:HASSELBYSTRAND:STOCKHOLM:Sweden,SLUTPRISSEK,2500000,34247,KR/M2
0.0,0.0,RORSTRANDSGATAN 34A:BIRKASTAN-VASASTAN:STOCKHOLM:Sweden,SLUTPRISSEK,6000000,95238,KR/M2
0.0,0.0,ESSINGE BROGATA 10:LILLAESSINGEN\KUNGSHOLMEN:STOCKHOLM:Sweden,SLUTPRISSEK,3700000,55224,KR/M2
0.0,0.0,HAGAGATAN 17 G:VASASTAN:STOCKHOLM:Sweden,SLUTPRISSEK,6100000,78205,KR/M2
0.0,0.0,HOGALIDSGATAN 34C:SODERMALMHOGALID:STOCKHOLM:Sweden,SLUTPRISSEK,2550000,110870,KR/M2
0.0,0.0,VAPENGATAN 9:ASPUDDEN:STOCKHOLM:Sweden,SLUTPRISSEK,3005000,74198,KR/M2
0.0,0.0,MARIA BANGATA 2B:SODERMALMHOGALID:STOCKHOLM:Sweden,SLUTPRISSEK,3670000,96579,KR/M2
0.0,0.0,SODRA AGNEGATAN 26:KUNGSHOLMEN:STOCKHOLM:Sweden,SLUTPRISSEK,4700000,85455,KR/M2
0.0,0.0,ELDSBERGAGRAND 34 BV:OSTBERGAHOJDEN:STOCKHOLM:Sweden,SLUTPRISSEK,2250000,39474,KR/M2
0.0,0.0,DISPONENTGATAN 2:LILLAESSINGEN:STOCKHOLM:Sweden,SLUTPRISSEK,2995000,66556,KR/M2
0.0,0.0,RABATTVAGEN 38 VAN 3:JOHANNELUNDSTRADGARDSSTAD:STOCKHOLM:Sweden,SLUTPRISSEK,2260000,28250,KR/M2
0.0,0.0,REHNSGATAN 21 A:VASASTAN:STOCKHOLM:Sweden,SLUTPRISSEK,3100000,119231,KR/M2
0.0,0.0,BIRGER JARLSGATAN 99A:STOCKHOLM:108 M2   4 RUM:Sweden,SLUTPRISSEK,9325000,86343,KR/M2
0.0,0.0,STOCKHOLMSVAGEN 2:ANDEL I BOSTADSFORENING GAMLA ENSKEDE: STOCKHOLM:Sweden,SLUTPRISSEK,3375000,62500,KR/M2
0.0,0.0,SANKT ERIKSGATAN 108:VASASTAN-S:TERIKSPLAN:STOCKHOLM:Sweden,SLUTPRISSEK,4040000,103590,KR/M2
0.0,0.0,KUNGSTENSGATAN 53:VASASTAN:STOCKHOLM:Sweden,SLUTPRISSEK,9525000,92476,KR/M2
0.0,0.0,DOKTOR WIDERSTROMS GATA 92:FRUANGEN:STOCKHOLM:Sweden,SLUTPRISSEK,2520000,45000,KR/M2
0.0,0.0,STUREHILLSVAGEN 22:LILJEHOLMSKAJEN:STOCKHOLM:Sweden,SLUTPRISSEK,5000000,59524,KR/M2
0.0,0.0,SKEPPARGATAN: 92:OSTERMALM/GARDET:Sweden,SLUTPRISSEK,3050000,101667,KR/M2
0.0,0.0,VARMFRONTSGATAN 11:SKARPNACK:STOCKHOLM:Sweden,SLUTPRISSEK,2100000,26923,KR/M2
0.0,0.0,VOXNEGRAND 11: VOXNEGRAND 11:BAGARMOSSEN:Sweden,SLUTPRISSEK,2550000,41803,KR/M2
0.0,0.0,RENSTIERNAS GATA 48:NYTORGET:STOCKHOLM:Sweden,SLUTPRISSEK,6200000,91176,KR/M2
0.0,0.0,TOBAKSSPINNARGATAN 6:HORNSTULL:STOCKHOLM:Sweden,SLUTPRISSEK,3610000,90250,KR/M2
0.0,0.0,STUREHILLSVAGEN 5:LILJEHOLMSKAJEN/SJOVIKSHOJDEN:STOCKHOLM:Sweden,SLUTPRISSEK,3180000,70667,KR/M2
0.0,0.0,HJARNEGATAN 9:KUNGSHOLMEN:STOCKHOLM:Sweden,SLUTPRISSEK,3425000,97857,KR/M2
0.0,0.0,KRANSBINDARVAGEN 13:TELEFONPLAN/MIDSOMMARKRANSEN:STOCKHOLM:Sweden,SLUTPRISSEK,2610000,74571,KR/M2
0.0,0.0,KELLGRENSGATAN 10:KUNGSHOLMEN/STADSHAGEN:STOCKHOLM:Sweden,SLUTPRISSEK,5450000,69427,KR/M2
0.0,0.0,SKEBOKVARNSVAGEN 376:HOGDALEN:STOCKHOLM:Sweden,SLUTPRISSEK,1900000,57576,KR/M2
0.0,0.0,ELLEN KEYS GATA 24:FRUANGEN:STOCKHOLM:Sweden,SLUTPRISSEK,2300000,57500,KR/M2
0.0,0.0,APRILGATAN 6:MIDSOMMARKRANSEN:STOCKHOLM:Sweden,SLUTPRISSEK,6250000,78125,KR/M2
0.0,0.0,SMEDSBACKSGATAN 1:OSTERMALM/GARDET:STOCKHOLM:Sweden,SLUTPRISSEK,4420000,100455,KR/M2
0.0,0.0,KNYPPLERSKEVAGEN 12:AKESHOV:STOCKHOLM:Sweden,SLUTPRISSEK,2470000,58810,KR/M2
0.0,0.0,FAGELHUNDSGATAN 24:NORRADJURGARDSSTADEN:STOCKHOLM:Sweden,SLUTPRISSEK,3200000,80000,KR/M2
0.0,0.0,KELLGRENSGATAN 10:KUNGSHOLMEN/LINDHAGEN:STOCKHOLM:Sweden,SLUTPRISSEK,5850000,74522,KR/M2
0.0,0.0,BLANCHEGATAN 18:OSTERMALM/NEDREGARDET:STOCKHOLM:Sweden,SLUTPRISSEK,2925000,121875,KR/M2
0.0,0.0,AXBERGSGRAND 10:STOCKHOLM:73 M2   3 RUM:Sweden,SLUTPRISSEK,2100000,28767,KR/M2
0.0,0.0,POLLARGATAN 22:HAMMARBYSJOSTAD:STOCKHOLM:Sweden,SLUTPRISSEK,4750000,63333,KR/M2
0.0,0.0,VANTORSVAGEN 275:FRUANGEN:STOCKHOLM:Sweden,SLUTPRISSEK,2475000,57558,KR/M2
0.0,0.0,BORENSVAGEN 48:STOCKHOLM:43 M2   2 RUM:Sweden,SLUTPRISSEK,2500000,58140,KR/M2
0.0,0.0,VITALISVAGEN 6:KUNGSHOLMEN-FREDHALL:STOCKHOLM:Sweden,SLUTPRISSEK,2500000,92593,KR/M2
0.0,0.0,KVARNBACKSVAGEN 121:STOCKHOLM:53:Sweden,SLUTPRISSEK,2450000,45794,KR/M2
0.0,0.0,NIOORTSVAGEN 28A:MIDSOMMARKRANSEN:STOCKHOLM:Sweden,SLUTPRISSEK,3060000,61200,KR/M2
0.0,0.0,LUGNETS ALLÉ 27: LUGNETS ALLÉ 27:STOCKHOLM:Sweden,SLUTPRISSEK,5995000,75409,KR/M2
0.0,0.0,WARGENTINSGATAN 7: WARGENTINSGATAN 7:KUNGSHOLMEN:Sweden,SLUTPRISSEK,3600000,90000,KR/M2
0.0,0.0,VICKERGATAN 9:ERIKSDAL:STOCKHOLM:Sweden,SLUTPRISSEK,3250000,79268,KR/M2
0.0,0.0,SJOFARTSGATAN 3:HAMMARBYSJOSTAD:STOCKHOLM:Sweden,SLUTPRISSEK,7100000,78453,KR/M2
0.0,0.0,MOLKOMSBACKEN 24:FARSTACENTRUM:STOCKHOLM:Sweden,SLUTPRISSEK,3450000,34500,KR/M2
0.0,0.0,TOMTEBOGATAN 39:VASASTANBIRKASTAN:STOCKHOLM:Sweden,SLUTPRISSEK,3000000,96774,KR/M2
0.0,0.0,NOCKEBY BACKE 2E:BROMMANOCKEBYHOV:STOCKHOLM:Sweden,SLUTPRISSEK,4365000,56688,KR/M2
0.0,0.0,BJORKSUNDSSLINGAN 17:BANDHAGEN:STOCKHOLM:Sweden,SLUTPRISSEK,2275000,43750,KR/M2
0.0,0.0,VIKINGAGATAN 39:VASASTAN:STOCKHOLM:Sweden,SLUTPRISSEK,6525000,74148,KR/M2
0.0,0.0,SLALOMVAGEN 4:VASTERTORP:STOCKHOLM:Sweden,SLUTPRISSEK,3600000,52941,KR/M2
0.0,0.0,HUSABYVAGEN 17: 2 TR:ASPUDDEN:Sweden,SLUTPRISSEK,2925000,83571,KR/M2
0.0,0.0,KUNGSKLIPPAN 14 1:KUNGSHOLMEN:STOCKHOLM:Sweden,SLUTPRISSEK,3830000,91190,KR/M2
0.0,0.0,KALLFORSVAGEN 9:BANDHAGEN:STOCKHOLM:Sweden,SLUTPRISSEK,2750000,37162,KR/M2
0.0,0.0,TUNNLANDSVAGEN 87:BROMMA-AKESLUND:STOCKHOLM:Sweden,SLUTPRISSEK,4110000,53377,KR/M2
0.0,0.0,VATTENLEDNINGSVAGEN 33:MIDSOMMARKRANSEN:STOCKHOLM:Sweden,SLUTPRISSEK,2680000,76571,KR/M2
0.0,0.0,PONTONJARGATAN 18:KUNGSHOLMEN:STOCKHOLM:Sweden,SLUTPRISSEK,2750000,105769,KR/M2
0.0,0.0,MALGOMAJVAGEN 18:ARSTA:STOCKHOLM:Sweden,SLUTPRISSEK,2250000,59211,KR/M2
0.0,0.0,ULLVIDEVAGEN 63A:VALLINGBYVINSTA:STOCKHOLM:Sweden,SLUTPRISSEK,2840000,31910,KR/M2
0.0,0.0,MARIEVIKSGATAN 44:LILJEHOLMSKAJEN:STOCKHOLM:Sweden,SLUTPRISSEK,5165000,61488,KR/M2
0.0,0.0,NARVAVAGEN 16 B:OSTERMALM-DJURGARDEN:STOCKHOLM:Sweden,SLUTPRISSEK,4900000,96078,KR/M2
0.0,0.0,MANDELBRODSVAGEN 4:FARSTASKONDAL:STOCKHOLM:Sweden,SLUTPRISSEK,2150000,38393,KR/M2
0.0,0.0,FURUSUNDSGATAN 15:GARDET/OSTERMALM:STOCKHOLM:Sweden,SLUTPRISSEK,5500000,77465,KR/M2
0.0,0.0,SKEBOKVARNSVAGEN 125: SKEBOKVARNSVAGEN 125:BANDHAGEN/HOGDALEN:Sweden,SLUTPRISSEK,2400000,39344,KR/M2
0.0,0.0,TAXGATAN 2:NORRADJURGARDSSTADEN:STOCKHOLM:Sweden,SLUTPRISSEK,7300000,82022,KR/M2
0.0,0.0,HELENEBORGSGATAN 3:SODERMALM:STOCKHOLM:Sweden,SLUTPRISSEK,4900000,92453,KR/M2
0.0,0.0,STYRMANSGATAN 57:OSTERMALM-VIDKARLAPLAN:STOCKHOLM:Sweden,SLUTPRISSEK,6300000,101613,KR/M2
0.0,0.0,FRIDHEMSGATAN 13:KUNGSHOLMEN:STOCKHOLM:Sweden,SLUTPRISSEK,3150000,95455,KR/M2
0.0,0.0,FRODINGSVAGEN 5:KUNGSHOLMEN-FREDHALL:STOCKHOLM:Sweden,SLUTPRISSEK,3300000,82500,KR/M2
0.0,0.0,SPARBANKSVAGEN 82:HAGERSTENSASEN:STOCKHOLM:Sweden,SLUTPRISSEK,3800000,51351,KR/M2
0.0,0.0,SANDHAMNSGATAN 75D:GARDET:STOCKHOLM:Sweden,SLUTPRISSEK,3900000,86667,KR/M2
0.0,0.0,TJURBERGSGATAN 34: TJURBERGSGATAN 34:SODERMALMKATARINA:Sweden,SLUTPRISSEK,3525000,90385,KR/M2
0.0,0.0,RIDDARGATAN 21:OSTERMALM:STOCKHOLM:Sweden,SLUTPRISSEK,3300000,110000,KR/M2
0.0,0.0,TORSGATAN 25:VASASTAN:STOCKHOLM:Sweden,SLUTPRISSEK,8600000,89583,KR/M2
0.0,0.0,HAGAGATAN 20 A:VASASTAN:STOCKHOLM:Sweden,SLUTPRISSEK,2920000,97333,KR/M2
0.0,0.0,TUNNLANDSVAGEN 24:AKESLUND:STOCKHOLM:Sweden,SLUTPRISSEK,2100000,50000,KR/M2
0.0,0.0,FARGARGARDSTORGET 56:SODERMALMSOFIA:STOCKHOLM:Sweden,SLUTPRISSEK,6700000,77011,KR/M2
0.0,0.0,HELSINGORSGATAN 49:KISTA:STOCKHOLM:Sweden,SLUTPRISSEK,1500000,41096,KR/M2
0.0,0.0,FILIPSTADSBACKEN 58: FILIPSTADSBACKEN 58:FARSTASTRAND:Sweden,SLUTPRISSEK,2200000,36975,KR/M2
0.0,0.0,HELSINGORSGATAN 35:KISTA:STOCKHOLM:Sweden,SLUTPRISSEK,2030000,36250,KR/M2
0.0,0.0,STRALGATAN 19:LILLAESSINGEN\KUNGSHOLMEN:STOCKHOLM:Sweden,SLUTPRISSEK,2760000,92000,KR/M2
0.0,0.0,NINA EINHORNS GATA 10:HAGASTADEN:STOCKHOLM:Sweden,SLUTPRISSEK,3895000,72130,KR/M2
0.0,0.0,TRANEBERGSVAGEN 101: TRANEBERGSVAGEN 101:TRANEBERG:Sweden,SLUTPRISSEK,3050000,57009,KR/M2
0.0,0.0,SOROGATAN 117:KISTA:STOCKHOLM:Sweden,SLUTPRISSEK,1510000,33556,KR/M2
0.0,0.0,MARIEBERGSGATAN 15:KUNGSHOLMENFRIDHEMSPLAN:STOCKHOLM:Sweden,SLUTPRISSEK,6150000,67213,KR/M2
0.0,0.0,KUNGSKLIPPAN 11:KUNGSHOLMEN:STOCKHOLM:Sweden,SLUTPRISSEK,2775000,89516,KR/M2
0.0,0.0,TORSGATAN 77:VASASTAN-RODABERGEN:STOCKHOLM:Sweden,SLUTPRISSEK,4500000,95745,KR/M2
0.0,0.0,TIMMERMANSGATAN 17A:SODERMALM:STOCKHOLM:Sweden,SLUTPRISSEK,5475000,84231,KR/M2
0.0,0.0,KLUBBACKEN 63: KLUBBACKEN 63:MALARHOJDEN:Sweden,SLUTPRISSEK,4950000,79839,KR/M2
0.0,0.0,SANDELSGATAN 35: SANDELSGATAN 35:GARDET:Sweden,SLUTPRISSEK,5900000,93651,KR/M2
0.0,0.0,FLORAGATAN 7:OSTERMALM:STOCKHOLM:Sweden,SLUTPRISSEK,3200000,64000,KR/M2
0.0,0.0,KUNGSHOLMENFREDHALL:STOCKHOLM:102 M2   3 RUM:Sweden,SLUTPRISSEK,7500000,73529,KR/M2
0.0,0.0,TIMMERMANSGATAN 44:SODERMALM:STOCKHOLM:Sweden,SLUTPRISSEK,2910000,111923,KR/M2
0.0,0.0,KUNGSKLIPPAN 11:KUNGSHOLMEN:STOCKHOLM:Sweden,SLUTPRISSEK,2800000,93333,KR/M2
0.0,0.0,ALSTROMERGATAN 51:KUNGSHOLMEN:STOCKHOLM:Sweden,SLUTPRISSEK,2460000,102500,KR/M2
0.0,0.0,TOMTEBOGATAN 8:VASASTAN:STOCKHOLM:Sweden,SLUTPRISSEK,8500000,97701,KR/M2
0.0,0.0,SVARVARGATAN 3 3TR:KUNGSHOLMEN:STOCKHOLM:Sweden,SLUTPRISSEK,6250000,71839,KR/M2
0.0,0.0,LUSTGARDSGATAN 20: LUSTGARDSGATAN 20:KUNGSHOLMEN:Sweden,SLUTPRISSEK,4350000,94565,KR/M2
0.0,0.0,SKILLINGGRAND 1/NORR MALARSTRAND 8:KUNGSHOLMEN:STOCKHOLM:Sweden,SLUTPRISSEK,2950000,89394,KR/M2
0.0,0.0,BAGARFRUVAGEN 11:SKONDAL:STOCKHOLM:Sweden,SLUTPRISSEK,2350000,31757,KR/M2
0.0,0.0,TELEFONVAGEN 7:MIDSOMMARKRANSEN/TELEFONPLAN:STOCKHOLM:Sweden,SLUTPRISSEK,5600000,64368,KR/M2
0.0,0.0,RALAMBSVAGEN 46:KUNGSHOLMEN/FREDHALL:STOCKHOLM:Sweden,SLUTPRISSEK,2500000,84746,KR/M2
0.0,0.0,KOPENHAMNSGATAN 32:KISTA:STOCKHOLM:Sweden,SLUTPRISSEK,3250000,32500,KR/M2
0.0,0.0,RUNDA VAGEN 25:APPELVIKEN:STOCKHOLM:Sweden,SLUTPRISSEK,1895000,42873,KR/M2
0.0,0.0,OSTERSUNDSGATAN 7 VAN 9:VALLINGBY-RACKSTA:STOCKHOLM:Sweden,SLUTPRISSEK,2280000,35625,KR/M2
